Item id;Child;Brand;DesignerId;SKU;Price;Size;Quantity;Season
16216028;16235129;Balmain;VN1C599LGDT;BLVN1C599LGDT-0PA;720.00;37;1;AW21
16213457;16202938;Giuseppe Zanotti;RM90068;GZRM90068-042;283.00;46;2;SS21
16213457;16202938;Giuseppe Zanotti;RM90068;GZRM90068-042;283.00;44;3;SS21
16213457;16202938;Giuseppe Zanotti;RM90068;GZRM90068-042;283.00;43;3;SS21
16213457;16202938;Giuseppe Zanotti;RM90068;GZRM90068-042;283.00;42;3;SS21
16213457;16202938;Giuseppe Zanotti;RM90068;GZRM90068-042;283.00;41;1;SS21
16212239;16349378;JIL SANDER;JS36010A13010;JS36010A-280;442.00;40;1;SS21
16212239;16349378;JIL SANDER;JS36010A13010;JS36010A-280;442.00;39;1;SS21
16212239;16349378;JIL SANDER;JS36010A13010;JS36010A-280;442.00;38;1;SS21
16212239;16349378;JIL SANDER;JS36010A13010;JS36010A-280;442.00;37;2;SS21
16212239;16349378;JIL SANDER;JS36010A13010;JS36010A-280;442.00;36;1;SS21
16203183;;Giuseppe Zanotti;IRU0009;GZIRU0009-001;442.00;XL;2;SS21
16203183;;Giuseppe Zanotti;IRU0009;GZIRU0009-001;442.00;S;2;SS21
16203183;;Giuseppe Zanotti;IRU0009;GZIRU0009-001;442.00;M;3;SS21
16203183;;Giuseppe Zanotti;IRU0009;GZIRU0009-001;442.00;L;1;SS21
16203181;;Giuseppe Zanotti;E100002;GZE100002-002;473.00;40;1;SS21
16203181;;Giuseppe Zanotti;E100002;GZE100002-002;473.00;39;2;SS21
16203181;;Giuseppe Zanotti;E100002;GZE100002-002;473.00;38;2;SS21
16203181;;Giuseppe Zanotti;E100002;GZE100002-002;473.00;37;2;SS21
16203181;;Giuseppe Zanotti;E100002;GZE100002-002;473.00;36;1;SS21
16203180;;Giuseppe Zanotti;EAU1005;GZEAU1005-001;223.00;M;9;SS21
16203178;;Giuseppe Zanotti;E100002;GZE100002-001;473.00;40;1;SS21
16203178;;Giuseppe Zanotti;E100002;GZE100002-001;473.00;39;2;SS21
16203178;;Giuseppe Zanotti;E100002;GZE100002-001;473.00;38;1;SS21
16203178;;Giuseppe Zanotti;E100002;GZE100002-001;473.00;37;2;SS21
16203178;;Giuseppe Zanotti;E100002;GZE100002-001;473.00;36;1;SS21
16203175;;Giuseppe Zanotti;IRU0010;GZIRU0010-001;442.00;S;2;SS21
16203175;;Giuseppe Zanotti;IRU0010;GZIRU0010-001;442.00;M;2;SS21
16203175;;Giuseppe Zanotti;IRU0010;GZIRU0010-001;442.00;L;2;SS21
16203173;;Giuseppe Zanotti;RM10032;GZRM10032-001;283.00;46;2;SS21
16203173;;Giuseppe Zanotti;RM10032;GZRM10032-001;283.00;45;2;SS21
16203173;;Giuseppe Zanotti;RM10032;GZRM10032-001;283.00;44;1;SS21
16203173;;Giuseppe Zanotti;RM10032;GZRM10032-001;283.00;43;1;SS21
16203173;;Giuseppe Zanotti;RM10032;GZRM10032-001;283.00;42;2;SS21
16203173;;Giuseppe Zanotti;RM10032;GZRM10032-001;283.00;41;2;SS21
16203169;;Giuseppe Zanotti;RU00010;GZRU00010-003_211;502.00;47;1;AW21
16203169;;Giuseppe Zanotti;RU00010;GZRU00010-003_211;502.00;46;1;AW21
16203169;;Giuseppe Zanotti;RU00010;GZRU00010-003_211;502.00;45;2;AW21
16203169;;Giuseppe Zanotti;RU00010;GZRU00010-003_211;502.00;44;3;AW21
16203169;;Giuseppe Zanotti;RU00010;GZRU00010-003_211;502.00;43;5;AW21
16203169;;Giuseppe Zanotti;RU00010;GZRU00010-003_211;502.00;42;4;AW21
16203169;;Giuseppe Zanotti;RU00010;GZRU00010-003_211;502.00;41;3;AW21
16203164;;Giuseppe Zanotti;RS10008;GZRS10008-001;665.00;40;1;SS21
16203164;;Giuseppe Zanotti;RS10008;GZRS10008-001;665.00;39;1;SS21
16203164;;Giuseppe Zanotti;RS10008;GZRS10008-001;665.00;38;1;SS21
16203164;;Giuseppe Zanotti;RS10008;GZRS10008-001;665.00;37;2;SS21
16203163;;Giuseppe Zanotti;RS10005;GZRS10005-001;619.00;40;1;SS21
16203163;;Giuseppe Zanotti;RS10005;GZRS10005-001;619.00;37;2;SS21
16203163;;Giuseppe Zanotti;RS10005;GZRS10005-001;619.00;36;1;SS21
16203162;;Giuseppe Zanotti;I000016;GZI000016-006;473.00;40;1;SS21
16203162;;Giuseppe Zanotti;I000016;GZI000016-006;473.00;39;2;SS21
16203162;;Giuseppe Zanotti;I000016;GZI000016-006;473.00;38;2;SS21
16203162;;Giuseppe Zanotti;I000016;GZI000016-006;473.00;37;2;SS21
16203162;;Giuseppe Zanotti;I000016;GZI000016-006;473.00;36;1;SS21
16203073;;BALLY;6236404;BLY6236404-WHITE;380.00;40;2;SS21
16203073;;BALLY;6236404;BLY6236404-WHITE;380.00;39;2;SS21
16203073;;BALLY;6236404;BLY6236404-WHITE;380.00;38;2;SS21
16203073;;BALLY;6236404;BLY6236404-WHITE;380.00;37;1;SS21
16203073;;BALLY;6236404;BLY6236404-WHITE;380.00;36;2;SS21
16203070;;BALLY;6236952;BLY6236952-NATURAL;1110.00;OS;3;SS21
16203068;;BALLY;6236730;BLY6236730-BLACK;1210.00;OS;5;SS21
16202935;;Giuseppe Zanotti;RW00017;GZRW00017-034;526.00;40;1;SS21
16202935;;Giuseppe Zanotti;RW00017;GZRW00017-034;526.00;39;2;SS21
16202935;;Giuseppe Zanotti;RW00017;GZRW00017-034;526.00;38;2;SS21
16202935;;Giuseppe Zanotti;RW00017;GZRW00017-034;526.00;37;2;SS21
16202935;;Giuseppe Zanotti;RW00017;GZRW00017-034;526.00;36;1;SS21
16202934;;Giuseppe Zanotti;IRU0008;GZIRU0008-001;331.00;S;2;SS21
16202934;;Giuseppe Zanotti;IRU0008;GZIRU0008-001;331.00;M;3;SS21
16202934;;Giuseppe Zanotti;IRU0008;GZIRU0008-001;331.00;L;3;SS21
16202928;;Giuseppe Zanotti;RS10036;GZRS10036-002;756.00;40;1;SS21
16202928;;Giuseppe Zanotti;RS10036;GZRS10036-002;756.00;39;1;SS21
16202928;;Giuseppe Zanotti;RS10036;GZRS10036-002;756.00;38;2;SS21
16202928;;Giuseppe Zanotti;RS10036;GZRS10036-002;756.00;37;2;SS21
16202928;;Giuseppe Zanotti;RS10036;GZRS10036-002;756.00;36;1;SS21
16202833;;BALLY;6237846;BLY6237846-BONE;558.00;40;2;SS21
16202833;;BALLY;6237846;BLY6237846-BONE;558.00;39;2;SS21
16202833;;BALLY;6237846;BLY6237846-BONE;558.00;38;2;SS21
16202833;;BALLY;6237846;BLY6237846-BONE;558.00;37;2;SS21
16202833;;BALLY;6237846;BLY6237846-BONE;558.00;36;2;SS21
16202829;;BALLY;6236758;BLY6236758-INK;1105.00;OS;5;SS21
16202828;;BALLY;6236228;BLY6236228-BLACK;1515.00;OS;3;SS21
16202827;;BALLY;6234705;BLY6234705-WHITE;455.00;9;1;SS21
16202827;;BALLY;6234705;BLY6234705-WHITE;455.00;8;1;SS21
16202827;;BALLY;6234705;BLY6234705-WHITE;455.00;7;2;SS21
16202827;;BALLY;6234705;BLY6234705-WHITE;455.00;12;1;SS21
16202827;;BALLY;6234705;BLY6234705-WHITE;455.00;11;1;SS21
16202827;;BALLY;6234705;BLY6234705-WHITE;455.00;10;1;SS21
16202826;;BALLY;6234652;BLY6234652-POUDRE;335.00;40;2;SS21
16202826;;BALLY;6234652;BLY6234652-POUDRE;335.00;39;2;SS21
16202826;;BALLY;6234652;BLY6234652-POUDRE;335.00;38;2;SS21
16202826;;BALLY;6234652;BLY6234652-POUDRE;335.00;37;2;SS21
16202826;;BALLY;6234652;BLY6234652-POUDRE;335.00;36;1;SS21
16201704;;Giuseppe Zanotti;RW00017;GZRW00017-008_211;502.00;40;2;SS21
16201704;;Giuseppe Zanotti;RW00017;GZRW00017-008_211;502.00;39;4;SS21
16201704;;Giuseppe Zanotti;RW00017;GZRW00017-008_211;502.00;38;4;SS21
16201704;;Giuseppe Zanotti;RW00017;GZRW00017-008_211;502.00;37;5;SS21
16201704;;Giuseppe Zanotti;RW00017;GZRW00017-008_211;502.00;36;1;SS21
16201701;;Giuseppe Zanotti;RM10005;GZRM10005-003;665.00;47;1;SS21
16201701;;Giuseppe Zanotti;RM10005;GZRM10005-003;665.00;46;1;SS21
16201701;;Giuseppe Zanotti;RM10005;GZRM10005-003;665.00;45;1;SS21
16201701;;Giuseppe Zanotti;RM10005;GZRM10005-003;665.00;44;2;SS21
16201701;;Giuseppe Zanotti;RM10005;GZRM10005-003;665.00;43;1;SS21
16201701;;Giuseppe Zanotti;RM10005;GZRM10005-003;665.00;42;1;SS21
16201700;;Giuseppe Zanotti;RW00017;GZRW00017-033;526.00;40;1;SS21
16201700;;Giuseppe Zanotti;RW00017;GZRW00017-033;526.00;39;2;SS21
16201700;;Giuseppe Zanotti;RW00017;GZRW00017-033;526.00;38;2;SS21
16201700;;Giuseppe Zanotti;RW00017;GZRW00017-033;526.00;37;1;SS21
16201700;;Giuseppe Zanotti;RW00017;GZRW00017-033;526.00;36;1;SS21
16201592;;BALLY;6234653;BLY6234653-BONE;335.00;40;2;SS21
16201592;;BALLY;6234653;BLY6234653-BONE;335.00;39;2;SS21
16201592;;BALLY;6234653;BLY6234653-BONE;335.00;38;1;SS21
16201592;;BALLY;6234653;BLY6234653-BONE;335.00;37;1;SS21
16201592;;BALLY;6234653;BLY6234653-BONE;335.00;36;1;SS21
16201100;16198063;SALVATORE FERRAGAMO;742341;FRG742341;562.00;7;1;SS21
16200364;16199181;SALVATORE FERRAGAMO;743034;FRG743034;562.00;9;2;SS21
16200364;16199181;SALVATORE FERRAGAMO;743034;FRG743034;562.00;7;2;SS21
16200364;16199181;SALVATORE FERRAGAMO;743034;FRG743034;562.00;12;1;SS21
16200364;16199181;SALVATORE FERRAGAMO;743034;FRG743034;562.00;11;1;SS21
16200364;16199181;SALVATORE FERRAGAMO;743034;FRG743034;562.00;10;1;SS21
16199202;;SALVATORE FERRAGAMO;720576;FRG720576;939.00;OS;1;SS21
16199192;;SALVATORE FERRAGAMO;674022;FRG674022;751.00;OS;3;SS21
16199179;;SALVATORE FERRAGAMO;742175;FRG742175;528.00;9;3;SS21
16199179;;SALVATORE FERRAGAMO;742175;FRG742175;528.00;8;3;SS21
16199179;;SALVATORE FERRAGAMO;742175;FRG742175;528.00;7;2;SS21
16199179;;SALVATORE FERRAGAMO;742175;FRG742175;528.00;11;2;SS21
16199179;;SALVATORE FERRAGAMO;742175;FRG742175;528.00;10;2;SS21
16199177;;SALVATORE FERRAGAMO;741268;FRG741268;467.00;9,5;1;SS21
16199177;;SALVATORE FERRAGAMO;741268;FRG741268;467.00;8,5;1;SS21
16199177;;SALVATORE FERRAGAMO;741268;FRG741268;467.00;8;3;SS21
16199177;;SALVATORE FERRAGAMO;741268;FRG741268;467.00;7;3;SS21
16199177;;SALVATORE FERRAGAMO;741268;FRG741268;467.00;6,5;2;SS21
16199177;;SALVATORE FERRAGAMO;741268;FRG741268;467.00;6;3;SS21
16199177;;SALVATORE FERRAGAMO;741268;FRG741268;467.00;5,5;3;SS21
16199177;;SALVATORE FERRAGAMO;741268;FRG741268;467.00;5;2;SS21
16199177;;SALVATORE FERRAGAMO;741268;FRG741268;467.00;10;1;SS21
16199176;;SALVATORE FERRAGAMO;740830;FRG740830;528.00;9;1;SS21
16199176;;SALVATORE FERRAGAMO;740830;FRG740830;528.00;8,5;2;SS21
16199176;;SALVATORE FERRAGAMO;740830;FRG740830;528.00;8;3;SS21
16199176;;SALVATORE FERRAGAMO;740830;FRG740830;528.00;7,5;3;SS21
16199176;;SALVATORE FERRAGAMO;740830;FRG740830;528.00;7;3;SS21
16199176;;SALVATORE FERRAGAMO;740830;FRG740830;528.00;6,5;2;SS21
16199176;;SALVATORE FERRAGAMO;740830;FRG740830;528.00;6;1;SS21
16199176;;SALVATORE FERRAGAMO;740830;FRG740830;528.00;5,5;3;SS21
16199176;;SALVATORE FERRAGAMO;740830;FRG740830;528.00;5;3;SS21
16199174;;SALVATORE FERRAGAMO;740829;FRG740829;528.00;9;1;SS21
16199174;;SALVATORE FERRAGAMO;740829;FRG740829;528.00;8,5;1;SS21
16199174;;SALVATORE FERRAGAMO;740829;FRG740829;528.00;8;4;SS21
16199174;;SALVATORE FERRAGAMO;740829;FRG740829;528.00;7,5;2;SS21
16199174;;SALVATORE FERRAGAMO;740829;FRG740829;528.00;7;4;SS21
16199174;;SALVATORE FERRAGAMO;740829;FRG740829;528.00;6,5;3;SS21
16199174;;SALVATORE FERRAGAMO;740829;FRG740829;528.00;6;3;SS21
16199174;;SALVATORE FERRAGAMO;740829;FRG740829;528.00;5,5;4;SS21
16199174;;SALVATORE FERRAGAMO;740829;FRG740829;528.00;5;4;SS21
16199174;;SALVATORE FERRAGAMO;740829;FRG740829;528.00;10;1;SS21
16199137;;SALVATORE FERRAGAMO;741902;FRG741902;751.00;OS;4;SS21
16198062;;SALVATORE FERRAGAMO;741142;FRG741142;467.00;9;1;SS21
16198062;;SALVATORE FERRAGAMO;741142;FRG741142;467.00;8,5;2;SS21
16198062;;SALVATORE FERRAGAMO;741142;FRG741142;467.00;7,5;2;SS21
16198062;;SALVATORE FERRAGAMO;741142;FRG741142;467.00;7;1;SS21
16198062;;SALVATORE FERRAGAMO;741142;FRG741142;467.00;6,5;1;SS21
16198062;;SALVATORE FERRAGAMO;741142;FRG741142;467.00;6;2;SS21
16198062;;SALVATORE FERRAGAMO;741142;FRG741142;467.00;5,5;2;SS21
16198062;;SALVATORE FERRAGAMO;741142;FRG741142;467.00;5;1;SS21
16198057;;SALVATORE FERRAGAMO;704010;FRG704010;434.00;8,5;1;SS21
16198057;;SALVATORE FERRAGAMO;704010;FRG704010;434.00;8;1;SS21
16198057;;SALVATORE FERRAGAMO;704010;FRG704010;434.00;7,5;1;SS21
16198057;;SALVATORE FERRAGAMO;704010;FRG704010;434.00;6;1;SS21
16198057;;SALVATORE FERRAGAMO;704010;FRG704010;434.00;5,5;1;SS21
16198057;;SALVATORE FERRAGAMO;704010;FRG704010;434.00;5;1;SS21
16198057;;SALVATORE FERRAGAMO;704010;FRG704010;434.00;4,5;1;SS21
16198057;;SALVATORE FERRAGAMO;704010;FRG704010;434.00;10;1;SS21
16198055;;SALVATORE FERRAGAMO;672100;FRG672100;469.00;9,5;1;SS21
16198055;;SALVATORE FERRAGAMO;672100;FRG672100;469.00;8;1;SS21
16198055;;SALVATORE FERRAGAMO;672100;FRG672100;469.00;10;1;SS21
16197409;;SALVATORE FERRAGAMO;730168;FRG730168;373.00;9;5;SS21
16197409;;SALVATORE FERRAGAMO;730168;FRG730168;373.00;8;3;SS21
16197409;;SALVATORE FERRAGAMO;730168;FRG730168;373.00;7,5;2;SS21
16197409;;SALVATORE FERRAGAMO;730168;FRG730168;373.00;7;5;SS21
16197409;;SALVATORE FERRAGAMO;730168;FRG730168;373.00;6,5;2;SS21
16197409;;SALVATORE FERRAGAMO;730168;FRG730168;373.00;6;4;SS21
16197409;;SALVATORE FERRAGAMO;730168;FRG730168;373.00;5,5;1;SS21
16197409;;SALVATORE FERRAGAMO;730168;FRG730168;373.00;5;5;SS21
16197397;;SALVATORE FERRAGAMO;740806;FRG740806;1794.00;OS;5;SS21
16189520;16203165;Giuseppe Zanotti;RM00008;GZRM00008-004;283.00;46;5;SS21
16189520;16203165;Giuseppe Zanotti;RM00008;GZRM00008-004;283.00;45;5;SS21
16189520;16203165;Giuseppe Zanotti;RM00008;GZRM00008-004;283.00;44;3;SS21
16189520;16203165;Giuseppe Zanotti;RM00008;GZRM00008-004;283.00;43;5;SS21
16189520;16203165;Giuseppe Zanotti;RM00008;GZRM00008-004;283.00;42;5;SS21
16189520;16203165;Giuseppe Zanotti;RM00008;GZRM00008-004;283.00;41;3;SS21
16184226;;DSQUARED2;BCM041205C00001;DSBCM0412-M072;118.00;OS;19;AW21
16184225;;DSQUARED2;BCM041205C00001;DSBCM0412-M063;118.00;OS;28;AW21
16179491;;AQUAZZURA;TWIHIGS0NAPNND;AQTWIHIGS0-NAP-NND;533.00;36,5;1;SS21
16177369;16349377;JIL SANDER;JS32108A13034;JS32108A-110;567.00;40;1;SS21
16177369;16349377;JIL SANDER;JS32108A13034;JS32108A-110;567.00;39;1;SS21
16171336;16201703;Giuseppe Zanotti;RS10005;GZRS10005-003;619.00;40;1;SS21
16171336;16201703;Giuseppe Zanotti;RS10005;GZRS10005-003;619.00;39;2;SS21
16171336;16201703;Giuseppe Zanotti;RS10005;GZRS10005-003;619.00;38;2;SS21
16171336;16201703;Giuseppe Zanotti;RS10005;GZRS10005-003;619.00;37;2;SS21
16171336;16201703;Giuseppe Zanotti;RS10005;GZRS10005-003;619.00;36;1;SS21
16168586;;Balmain;VN0DB599TJGH;BLVN0DB599TJGH-GFE;1890.00;OS;4;AW21
16168518;16347636;JIL SANDER;JSPS852457WSB73020;JSPS852457-102;450.00;OS;4;SS21
16168138;16235127;Balmain;VN1C517LCMK;BLVN1C517LCMK-0PA;567.50;40;1;SS21
16168138;16235127;Balmain;VN1C517LCMK;BLVN1C517LCMK-0PA;567.50;39;2;SS21
16168138;16235127;Balmain;VN1C517LCMK;BLVN1C517LCMK-0PA;567.50;38;2;SS21
16168138;16235127;Balmain;VN1C517LCMK;BLVN1C517LCMK-0PA;567.50;37;1;SS21
16167996;16233555;Balmain;VN1C580LSCL;BLVN1C580LSCL-EAB;503.50;39;3;AW21
16167996;16233555;Balmain;VN1C580LSCL;BLVN1C580LSCL-EAB;503.50;38;3;AW21
16167996;16233555;Balmain;VN1C580LSCL;BLVN1C580LSCL-EAB;503.50;37;4;AW21
16167996;16233555;Balmain;VN1C580LSCL;BLVN1C580LSCL-EAB;503.50;36;2;AW21
16159357;16201699;Giuseppe Zanotti;E100024;GZE100024-003;622.00;40;1;SS21
16159357;16201699;Giuseppe Zanotti;E100024;GZE100024-003;622.00;39;2;SS21
16159357;16201699;Giuseppe Zanotti;E100024;GZE100024-003;622.00;38;2;SS21
16159357;16201699;Giuseppe Zanotti;E100024;GZE100024-003;622.00;37;2;SS21
16159356;16201697;Giuseppe Zanotti;E100006;GZE100006-001;648.00;40;1;SS21
16159356;16201697;Giuseppe Zanotti;E100006;GZE100006-001;648.00;39;2;SS21
16159356;16201697;Giuseppe Zanotti;E100006;GZE100006-001;648.00;38;2;SS21
16159356;16201697;Giuseppe Zanotti;E100006;GZE100006-001;648.00;37;2;SS21
16156467;16357640;TOD'S;XXW79A0DE70D8W;TODXW79A0DE70D8WC806;530.00;41;1;AW21
16156467;16357640;TOD'S;XXW79A0DE70D8W;TODXW79A0DE70D8WC806;530.00;39;1;AW21
16156467;16357640;TOD'S;XXW79A0DE70D8W;TODXW79A0DE70D8WC806;530.00;38;1;AW21
16156467;16357640;TOD'S;XXW79A0DE70D8W;TODXW79A0DE70D8WC806;530.00;37;1;AW21
16156467;16357640;TOD'S;XXW79A0DE70D8W;TODXW79A0DE70D8WC806;530.00;36;1;AW21
16151069;16452378;CASADEI;2Y235S0101BHGLTA514;CAS235S0101BHGLTA514;265.00;40;1;SS21
16151069;16452378;CASADEI;2Y235S0101BHGLTA514;CAS235S0101BHGLTA514;265.00;39;1;SS21
16151069;16452378;CASADEI;2Y235S0101BHGLTA514;CAS235S0101BHGLTA514;265.00;38;2;SS21
16151069;16452378;CASADEI;2Y235S0101BHGLTA514;CAS235S0101BHGLTA514;265.00;37;2;SS21
16151069;16452378;CASADEI;2Y235S0101BHGLTA514;CAS235S0101BHGLTA514;265.00;36;1;SS21
16149616;;KENZO;FB55ES188F70;KENFB55ES188F7051;172.00;45;2;AW21
16149616;;KENZO;FB55ES188F70;KENFB55ES188F7051;172.00;44;2;AW21
16149616;;KENZO;FB55ES188F70;KENFB55ES188F7051;172.00;43;2;AW21
16149616;;KENZO;FB55ES188F70;KENFB55ES188F7051;172.00;42;1;AW21
16149616;;KENZO;FB55ES188F70;KENFB55ES188F7051;172.00;41;2;AW21
16147573;16199180;SALVATORE FERRAGAMO;741813;FRG741813;217.00;7;2;SS21
16135604;16233561;Balmain;VN1S618TCPY;BLVN1S618TCPY-UBK;790.00;OS;3;AW21
16130564;16148968;KENZO;FB55ES188F70;KENFB55ES188F7099;172.00;45;2;SS21
16130564;16148968;KENZO;FB55ES188F70;KENFB55ES188F7099;172.00;44;2;SS21
16130564;16148968;KENZO;FB55ES188F70;KENFB55ES188F7099;172.00;43;2;SS21
16130564;16148968;KENZO;FB55ES188F70;KENFB55ES188F7099;172.00;42;2;SS21
16130564;16148968;KENZO;FB55ES188F70;KENFB55ES188F7099;172.00;41;1;SS21
16100935;16198060;SALVATORE FERRAGAMO;719159;FRG719159_211;561.60;8;2;AW21
16100935;16198060;SALVATORE FERRAGAMO;719159;FRG719159_211;561.60;7;1;AW21
16100935;16198060;SALVATORE FERRAGAMO;719159;FRG719159_211;561.60;6;2;AW21
16100935;16198060;SALVATORE FERRAGAMO;719159;FRG719159_211;561.60;10;1;AW21
16100935;14629937;SALVATORE FERRAGAMO;719159;FRG719159_211;561.60;8;2;AW21
16100935;14629937;SALVATORE FERRAGAMO;719159;FRG719159_211;561.60;7;1;AW21
16100935;14629937;SALVATORE FERRAGAMO;719159;FRG719159_211;561.60;6;2;AW21
16100935;14629937;SALVATORE FERRAGAMO;719159;FRG719159_211;561.60;10;1;AW21
16033542;16677628;COMMON PROJECTS;6055;CMM6055-4102;394.00;40;1;SS21
16033542;16677628;COMMON PROJECTS;6055;CMM6055-4102;394.00;39;3;SS21
16033542;16677628;COMMON PROJECTS;6055;CMM6055-4102;394.00;38;3;SS21
16033542;16677628;COMMON PROJECTS;6055;CMM6055-4102;394.00;37;3;SS21
16033542;16677628;COMMON PROJECTS;6055;CMM6055-4102;394.00;36;1;SS21
16019672;16354752;TOD'S;XXW59C0DU10SHA;TODXW59C0DU10SHAB999;495.00;41;1;AW21
16019672;16354752;TOD'S;XXW59C0DU10SHA;TODXW59C0DU10SHAB999;495.00;36;1;AW21
16008407;16350326;JIL SANDER;JSPS853173WSB69149N;JSPS853173-108;590.00;OS;4;AW21
15989636;15668245;Giuseppe Zanotti;EU00063;GZEU00063-004;633.00;45;1;SS21
15989636;15668245;Giuseppe Zanotti;EU00063;GZEU00063-004;633.00;44;1;SS21
15989636;15668245;Giuseppe Zanotti;EU00063;GZEU00063-004;633.00;43;2;SS21
15966982;16233553;Balmain;VN1C533LVNC;BLVN1C533LVNC-0PA;296.80;40;1;AW21
15966982;16233553;Balmain;VN1C533LVNC;BLVN1C533LVNC-0PA;296.80;39;1;AW21
15966982;16233553;Balmain;VN1C533LVNC;BLVN1C533LVNC-0PA;296.80;38;3;AW21
15966982;16233553;Balmain;VN1C533LVNC;BLVN1C533LVNC-0PA;296.80;37;3;AW21
15962022;;DSQUARED2;FSM004101500001;DSFSM0041-2124;358.00;46;2;SS21
15962022;;DSQUARED2;FSM004101500001;DSFSM0041-2124;358.00;45,5;2;SS21
15962022;;DSQUARED2;FSM004101500001;DSFSM0041-2124;358.00;45;2;SS21
15962022;;DSQUARED2;FSM004101500001;DSFSM0041-2124;358.00;44;1;SS21
15962022;;DSQUARED2;FSM004101500001;DSFSM0041-2124;358.00;43,5;2;SS21
15962022;;DSQUARED2;FSM004101500001;DSFSM0041-2124;358.00;43;1;SS21
15962022;;DSQUARED2;FSM004101500001;DSFSM0041-2124;358.00;42,5;2;SS21
15962022;;DSQUARED2;FSM004101500001;DSFSM0041-2124;358.00;42;1;SS21
15936822;16354751;TOD'S;XXW59C0DD20SHA;TODXW59C0DD20SHAB999;425.00;41;1;AW21
15936822;16354751;TOD'S;XXW59C0DD20SHA;TODXW59C0DD20SHAB999;425.00;40;1;AW21
15936822;16354751;TOD'S;XXW59C0DD20SHA;TODXW59C0DD20SHAB999;425.00;38;1;AW21
15936822;16354751;TOD'S;XXW59C0DD20SHA;TODXW59C0DD20SHAB999;425.00;37;1;AW21
15908372;15461616;SALVATORE FERRAGAMO;735153;FRG735153;721.00;6;1;AW20
15893835;16357639;TOD'S;XXW79A0CX60GOC;TODXW79A0CX60GOCB999;530.00;41;1;AW21
15893835;16357639;TOD'S;XXW79A0CX60GOC;TODXW79A0CX60GOCB999;530.00;40;1;AW21
15893835;16357639;TOD'S;XXW79A0CX60GOC;TODXW79A0CX60GOCB999;530.00;39;1;AW21
15893835;16357639;TOD'S;XXW79A0CX60GOC;TODXW79A0CX60GOCB999;530.00;38;1;AW21
15889099;15484966;AQUAZZURA;SDIMIDB0CAL000;AQSDIMIDB0-CAL-000;1272.00;39;2;AW20
15889099;15484966;AQUAZZURA;SDIMIDB0CAL000;AQSDIMIDB0-CAL-000;1272.00;38;2;AW20
15889099;15484966;AQUAZZURA;SDIMIDB0CAL000;AQSDIMIDB0-CAL-000;1272.00;37;1;AW20
15879476;16347633;JIL SANDER;JS36067A13040;JS36067A-001;546.00;40;1;SS21
15879476;16347633;JIL SANDER;JS36067A13040;JS36067A-001;546.00;39;2;SS21
15879476;16347633;JIL SANDER;JS36067A13040;JS36067A-001;546.00;38;3;SS21
15879476;16347633;JIL SANDER;JS36067A13040;JS36067A-001;546.00;37;1;SS21
15879476;16347633;JIL SANDER;JS36067A13040;JS36067A-001;546.00;36;2;SS21
15879330;16546953;Chloé Eyewear;CE761S;CHCE761S-001;289.00;56;5;SS21
15877630;16347634;JIL SANDER;JS36072A13061;JS36072A-101;515.00;40;1;SS21
15877630;16347634;JIL SANDER;JS36072A13061;JS36072A-101;515.00;38;2;SS21
15877577;15751859;TOD'S;XXM62C00N50OLWB999;TODXM62C00N50OLWB999;438.00;7;1;AW21
15877577;15751859;TOD'S;XXM62C00N50OLWB999;TODXM62C00N50OLWB999;438.00;10;1;AW21
15876640;15832442;CASADEI;1F161D100HHMINO9000;CASF161D100HHMINO900;551.00;39;1;AW20
15876640;15832442;CASADEI;1F161D100HHMINO9000;CASF161D100HHMINO900;551.00;38,5;1;AW20
15876640;15832442;CASADEI;1F161D100HHMINO9000;CASF161D100HHMINO900;551.00;38;1;AW20
15876640;15832442;CASADEI;1F161D100HHMINO9000;CASF161D100HHMINO900;551.00;37,5;1;AW20
15876640;15832442;CASADEI;1F161D100HHMINO9000;CASF161D100HHMINO900;551.00;37;1;AW20
15872321;15484962;AQUAZZURA;SAAHIGP0SML000;AQSAAHIGP0-SML-000;612.00;38,5;1;AW20
15832453;;CASADEI;1R214R100MZCMST9000;CASR214R100MZCMST900;850.00;38,5;1;AW20
15832453;;CASADEI;1R214R100MZCMST9000;CASR214R100MZCMST900;850.00;38;1;AW20
15832453;;CASADEI;1R214R100MZCMST9000;CASR214R100MZCMST900;850.00;37;1;AW20
15832453;;CASADEI;1R214R100MZCMST9000;CASR214R100MZCMST900;850.00;36;1;AW20
15832449;;CASADEI;1Q033R10TGC10259000;CASQ033R10TGC1025900;959.00;39;1;AW20
15832449;;CASADEI;1Q033R10TGC10259000;CASQ033R10TGC1025900;959.00;38,5;1;AW20
15832449;;CASADEI;1Q033R10TGC10259000;CASQ033R10TGC1025900;959.00;38;1;AW20
15832449;;CASADEI;1Q033R10TGC10259000;CASQ033R10TGC1025900;959.00;37;1;AW20
15832449;;CASADEI;1Q033R10TGC10259000;CASQ033R10TGC1025900;959.00;36;1;AW20
15832448;;CASADEI;1F754R1201FULGO9000;CASF754R1201FULGO900;694.00;38,5;1;AW20
15832447;;CASADEI;1F754R1201CAMOS9000;CASF754R1201CAMOS900;694.00;38,5;1;AW20
15831474;15669334;Giuseppe Zanotti;RW00039;GZRW00039-001;728.00;38;1;SS21
15831474;15669334;Giuseppe Zanotti;RW00039;GZRW00039-001;728.00;37,5;1;SS21
